gvkey,year,name,ebit,mkvalt,sic,capx,ni,ibc,dp,at,dltt,dlc,seq,xrd,icapt,sale,sic2
3221,2019,AON PLC,,48344.109,6411,,,,550,29405,7647,922,3375,,11295,,64
3226,2019,COMCAST CORP,21305,204749.939,4841,11123,13057,13323,12953,263414,106822,5167,82726,,192068,108942,48
3231,2019,COMERICA INC,,10195.388,6020,,,,114,73402,6961,746,7327,,14288,,60
3231,2019,COMERICA INC,1937,10195.388,6020,86,1198,1198,114,73402,6961,746,7327,,14288,3817,60
3238,2019,COMMERCE BANCSHARES INC,684.994,7633.059,6020,42.575,421.231,422.712,41.145,26065.789,29.442,1850.772,3134.684,,3167.914,1439.114,60
3238,2019,COMMERCE BANCSHARES INC,,7633.059,6020,,,,41.145,26065.789,29.442,1850.772,3134.684,,3167.914,,60
3243,2019,CITIGROUP INC,40431,168897.2865,6199,5336,19401,19471,3905,1951158,214843,309912,193242,,408789,103449,61
3243,2019,CITIGROUP INC,,168897.2865,6199,,,,3905,1951158,214843,237470,193242,,408789,,61
3246,2019,COMMERCIAL METALS,392.49,1847.8848,3312,138.836,198.093,198.779,158.671,3758.771,1227.214,17.439,1623.861,,2851.271,5829.002,33
3275,2019,COMMUNICATIONS SYSTEMS INC,0.008,57.091,3661,0.425,6.469,0.251,1.033,59.151,0.244,0.116,47.392,3.6,47.636,50.906,36
3278,2019,AVIS BUDGET GROUP INC,787,2382.536,7510,2677,302,302,2153,23126,16695,717,656,,17351,9172,75
3342,2019,COMPUTER TASK GROUP INC,7.412,76.1823,7370,2.442,4.125,4.125,3.268,158.706,20.639,5.904,66.236,,86.875,394.17,73
3358,2019,COMTECH TELECOMMUN,51.798,721.4717,3663,8.785,25.041,25.041,30.247,887.711,165,0.757,535.082,56.407,700.082,671.797,36
3369,2019,RAVE RESTAURANT GROUP INC,0.416,46.4803,6794,0.081,-0.75,-0.75,0.466,10.426,1.584,0,4.434,0,6.018,12.319,67
3382,2019,SHUTTERSTOCK INC,20.155,1522.1114,7370,26.081,20.108,20.108,49.915,630.512,47.313,9.573,328.145,57.216,375.458,650.523,73
3392,2019,CONNECTICUT LIGHT & POWER CO,681.649,,4911,917.532,410.852,410.852,301.188,12185.191,3519.736,65.9,4504.025,,8023.761,3232.551,49
3410,2019,TRANSCONTINENTAL RLTY INVS,9.113,347.6738,6513,0,-26.92,-26.137,0,865.918,419.908,49.13,332.603,0,773.975,64.819,65
3410,2019,TRANSCONTINENTAL RLTY INVS,,347.6738,6513,,,,0,865.918,419.908,49.13,332.603,,773.975,,65
3413,2019,CONSOLIDATED EDISON INC,2676,30126.51,4931,3238,1343,1440,1684,58079,19336,3203,18022,,37549,12574,49
3424,2019,BIGLARI HOLDINGS INC,5.616,171.5699,5812,17.679,45.38,45.38,27.507,1139.309,316.453,18.738,616.298,,932.751,668.838,58
3429,2019,CTO REALTY GROWTH INC,,287.7264,6510,,,,15.797,703.286,212.583,75,285.413,,588.278,,65
3429,2019,CTO REALTY GROWTH INC,12.221,287.7264,6510,150.705,114.973,16.605,15.797,703.286,212.583,75,285.413,,497.996,44.941,65
3439,2019,CMS ENERGY CORP,1239,17838.0138,4931,2104,680,682,992,26837,12064,1229,5055,,17119,6845,49
3465,2019,CONTINENTAL MATERIALS CORP,-7.806,13.4633,3585,2.693,-13.899,-17.378,1.962,89.983,3.991,1.97,35.189,,39.18,113.276,35
3469,2019,CONTINENTAL RESOURCES INC,1256.877,12727.8382,1311,2860.69,775.641,774.473,2099.84,15727.907,5329.512,6.13,6741.667,,12437.863,4631.947,13
3502,2019,COOPER TIRE & RUBBER CO,197.448,1443.3363,3011,202.722,96.404,98.317,148.054,2802.338,364.519,50.224,1264.625,69.928,1692.252,2752.639,30
3504,2019,COOPER COS INC (THE),586.5,14288.1,3851,292.1,466.7,466.7,280.8,6274.5,1262.6,563.7,3628.4,86.7,4891.2,2653.4,38
3505,2019,MOLSON COORS BEVERAGE CO,1500.9,11688.262,2082,593.8,241.7,246.2,827.3,28859.8,8229,974.8,13419.4,,21902.1,10579.4,20
3516,2019,CORBY SPIRIT AND WINE LTD,33.634,510.4199,2085,5.254,25.694,25.694,8.668,218.331,0,0,169.097,,169.097,149.938,20
3532,2019,CORNING INC,1752,22181.82,3679,1987,960,960,1503,28898,8179,73,12907,1031,21176,11503,36
3533,2019,CORNING NATURAL GAS HLDG CP,7.444,56.6742,4923,6.628,3.124,3.124,2.5,118.609,37.663,11.137,44.572,,82.235,35.54,49
3562,2019,COUSINS PROPERTIES INC,,,6798,,,,257.149,7151.447,2253.385,38.699,4359.274,,6681.22,,67
3562,2019,COUSINS PROPERTIES INC,148.766,,6798,0,150.418,152.683,,7151.447,2253.385,38.699,4359.274,0,6681.22,670.181,67
3570,2019,CRACKER BARREL OLD CTRY STOR,282.844,4177.5518,5812,138.293,223.401,223.401,107.294,1581.225,400,0,604.71,,1004.71,3071.951,58
3580,2019,CRANE CO,493.8,5096.5928,3490,68.8,133.3,133.6,114.7,4423.7,933.5,173.4,1473.7,47.5,2409.8,3283.1,34
3581,2019,CRAWFORD & CO,67.684,581.2074,6411,8.688,12.485,9.526,40.513,760.013,235.472,59.311,159.317,,400.349,1047.627,64
3591,2019,SPRINGLEAF FINANCE CORP,2125,,6141,0,858,858,271,22816,17388,0,4325,,21713,4791,61
3592,2019,ONEMAIN HOLDINGS INC,2117,5736.6572,6141,0,855,855,271,22817,17388,0,4330,,21718,4784,61
3619,2019,CROWN HOLDINGS INC,1195,9834.8281,3411,432,510,625,490,15505,7985,190,1713,55,10077,11665,34
3639,2019,CUBIC CORP,81.508,2195.8665,3578,49.084,49.694,41.306,64.742,1847.17,251.104,206.214,961.649,50.132,1231.672,1496.475,35
3643,2019,CULLEN/FROST BANKERS INC,,6127.7748,6020,,,,54.091,34027.428,554.45,1695.342,3911.668,,4466.118,,60
3643,2019,CULLEN/FROST BANKERS INC,630.637,6127.7748,6020,206.716,443.599,443.599,54.091,34027.428,554.45,1695.342,3911.668,,4466.118,1490.987,60
3650,2019,CUMMINS INC,2505,26933.48,3510,700,2260,2268,669,19737,1946,922,7507,998,10411,23571,35
3662,2019,CURTISS-WRIGHT CORP,403.953,6013.1852,3728,69.752,307.583,307.583,102.412,3764.261,916.745,27.58,1774.372,72.52,2691.117,2487.961,37
3691,2019,GT BIOPHARMA INC,-11.457,5.6526,2834,0,-38.647,-38.647,0.004,0.396,0,13.358,-19.141,1.667,-19.31,0,28
3708,2019,WENDY'S CO,265.297,4994.7847,5812,74.453,136.94,136.94,131.693,4994.529,3636.145,77.53,516.359,,4152.504,1709.002,58
3734,2019,DANA INC,624,2619.7626,3714,426,226,233,339,7220,2476,76,1873,112,4611,8620,37
3735,2019,DANAHER CORP,3362.4,106745.34,3826,635.5,3008.2,2432.3,1189.5,62081.6,22155.8,370.2,30270.6,1126,52437.7,17911.1,38
3761,2019,DATA I/O CORP,-1.278,34.8806,3825,0.612,-1.187,-1.187,0.867,28.281,1.178,0.678,21.53,6.451,22.708,21.568,38
3801,2019,DAVEY TREE EXPERT CO,68.69,,700,58.355,40.797,40.797,59.837,596.862,170.349,41.168,186.46,,356.809,1143.72,7
3806,2019,DAWSON GEOPHYSICAL CO,-14.796,55.8888,1382,4.396,-15.213,-15.213,21.826,127.608,6.036,5.262,103.165,,109.201,145.773,13
3813,2019,TARGET CORP,4641,55834.9973,5331,3027,3281,3269,2604,42779,13613,361,11833,0,25446,78112,53
3814,2019,DPL INC,147.5,,4911,168.1,105.4,45.9,72.7,1935.8,1223.3,283.8,-371.9,,851.4,763.3,49
3835,2019,DEERE & CO,5492,54530.1996,3523,3449,3253,3257,2019,73011,30229,15105,11413,1783,41660,39258,35
3836,2019,DEERE (JOHN) CAPITAL CORP,1500.8,,6153,2466.9,419.2,419.3,743.6,40089.9,21052.4,13309.8,4127,,25180.8,2890.3,61
3851,2019,DELTA AIR LINES INC,6618,37589.2481,4512,4936,4767,4767,2581,64532,14167,3088,15358,,29525,47007,45
3863,2019,DELUXE CORP,317.467,2102.9299,2780,66.595,-199.897,-199.897,126.036,1943.311,917.085,12.898,570.861,,1487.946,2008.715,27
3897,2019,DTE ENERGY CO,1725,24962.1828,4931,2997,1169,1172,1263,41882,16062,1552,11672,,27898,12669,49
3905,2019,ADTALEM GLOBAL EDUCATION INC,215.736,2491.4002,8200,64.751,95.168,136.024,51.741,2242.696,398.094,3,1391.53,,1799.167,1239.687,82
3908,2019,DEWEY ELECTRONICS CORP,0.967,4.4154,3621,0,1.245,1.245,0.016,4.897,0,0.278,2.594,0.014,2.594,5.689,36
3946,2019,DIEBOLD NIXDORF INC,140.2,811.1453,3578,42.9,-341.3,-344.6,112.8,3790.6,2216.5,96.2,-530.3,147.1,1731.1,4408.7,35
3962,2019,NORTECH SYSTEMS INC,0.224,12.9445,3679,0.719,-1.228,-1.228,2.145,61.41,19.084,1.859,19.976,,39.06,116.333,36
3964,2019,DILLARDS INC  -CL A,167.492,1469.2418,5311,103.383,111.081,111.081,222.349,3430.257,599.087,15.873,1623.259,0,2222.346,6343.211,53
3969,2019,DIODES INC,180.169,2886.5386,3674,98.505,153.25,154.115,110.562,1639.384,92.084,59.904,1106.424,88.517,1244.867,1249.13,36
3980,2019,DISNEY (WALT) CO,12009,232360.56,4888,4876,11054,10913,4160,193984,38275,8862,88877,,141127,69570,48
4001,2019,DIXIE GROUP INC,2.952,18.0827,2273,4.235,15.271,15.619,11.219,247.659,103.79,9.856,73.211,,177.001,374.582,22
4016,2019,DOLLAR GENERAL CORP,2333.304,38649.5018,5331,784.843,1712.555,1712.555,504.804,22825.084,10731.121,965.36,6702.5,0,17433.621,27753.973,53
4019,2019,WESTERN FOREST PRODUCTS INC,-47.5,457.7403,2421,37.2,-46.3,-46.7,45.6,782.5,128.4,4.9,481.8,,611,807.7,24
4029,2019,DOMINION ENERGY INC,5593,69403.16,4911,4980,1358,1376,2655,103823,34266,4132,31994,,68299,16572,49
4036,2019,DONALDSON CO INC,388.2,6359.5341,3714,150.7,267.2,267.2,73.5,2142.6,584.4,52.3,887.3,62.3,1487.1,2844.9,37
4040,2019,DONNELLEY (R R) & SONS CO,246,280.055,2750,138.8,-93.2,-92.7,169.2,3330.1,1888.2,139.9,-383.7,,1517.9,6276.2,27
4045,2019,DORCHESTER MINERALS  -LP,52.765,676.6068,6792,0,52.765,52.765,13.301,116.883,2.185,0.31,112.336,,114.521,78.799,67
4058,2019,DOVER CORP,1048.662,16632.2485,3585,186.804,677.918,677.918,272.287,8669.477,3115.092,128.329,3032.66,140.957,6147.752,7136.397,35
4060,2019,DUPONT DE NEMOURS INC,2788,47415.873,2860,2472,498,-614,2066,69396,14033,3968,40987,955,55589,21512,28
4066,2019,OMNICOM GROUP,2122.3,17589.442,7311,102.2,1339.1,1435.9,231.5,26783.4,5898.7,949.4,2853.9,,9479.7,14953.7,73
4072,2019,ASCENA RETAIL GROUP INC,-125.4,88.1737,5621,136.5,-661.4,-782.3,308.4,2699.8,1338.6,0,151,0,1489.6,5493.4,56
4091,2019,DUCOMMUN INC,59.244,584.7837,3728,18.29,32.461,32.461,24.9,790.429,318.452,9.956,292.8,,611.252,721.088,37
4093,2019,DUKE ENERGY CORP,5745,66856.93,4931,11122,3748,3578,4548,158838,56417,6484,46822,,104368,25079,49
4094,2019,DUN & BRADSTREET HOLDNGS INC,-9,,7323,12.5,-560,-553.5,482.4,9112.8,3890.1,104.3,2551.7,,6499.6,1413.9,73
4108,2019,FLOWSERVE CORP,431.529,6496.5279,3561,66.17,253.668,261.78,104.388,4919.642,1517.5,47.38,1790.357,42,3333.459,3944.85,35
4115,2019,DYCOM INDUSTRIES INC,115.661,1276.6253,1623,120.574,57.215,57.215,187.556,2217.631,888.007,49.081,868.604,,1756.611,3339.682,16
4124,2019,DYNATRONICS CORP,-0.796,13.8897,3845,0.224,-0.922,-0.922,1.611,39.632,3.045,6.999,20.756,0.054,23.801,62.565,38
4130,2019,DYNASIL CORP OF AMERICA,0.012,13.7668,3827,0.893,-0.37,-0.392,1.42,30.827,3.882,2.15,17.521,0.626,22.67,43.701,38
4145,2019,PERKINELMER INC,428.609,10791.694,3826,76.331,227.558,227.753,214.025,6538.564,2210.44,46.547,2813.824,189.336,5024.264,2883.673,38
4186,2019,EASTERN CO,21.293,190.5377,3420,5.44,13.266,13.266,6.449,280.663,105.92,5.188,105.437,6.025,211.357,251.743,34
4193,2019,EASTGROUP PROPERTIES,116.701,5164.3124,6798,0,121.662,123.34,,2546.078,1091.791,105,1200.564,0,2294.12,331.516,67
4193,2019,EASTGROUP PROPERTIES,,5164.3124,6798,,,,104.724,2546.078,1091.791,105,1200.564,,2294.12,,67
4194,2019,EASTMAN KODAK CO,-69,200.88,3577,15,116,-91,55,1415,157,14,281,42,438,1242,35
4199,2019,EATON CORP PLC,2889,39147.776,3620,587,2211,2213,819,32805,8150,624,16082,606,24283,21390,36
4201,2019,EATON VANCE CORP,531.071,5178.6552,6282,34.897,400.035,432.876,22.578,4253.629,2237.608,0,1184.119,,3707.642,1683.252,62
4201,2019,EATON VANCE CORP,,5178.6552,6282,,,,22.578,4253.629,2237.608,0,1184.119,,3707.642,,62
4213,2019,ECOLAB INC,2263.9,55660.2459,2842,800.6,1558.9,1576.2,973.3,20869.1,6398.7,533.8,8685.3,209,15124.5,14906.3,28
4241,2019,EL PASO ELECTRIC CO,178.093,2758.8459,4911,268.747,123.037,123.037,102.072,3813.2,1346.075,159.283,1216.547,,2562.622,861.994,49
4275,2019,ELECTRO-SENSORS INC,-0.031,12.3275,3823,0.107,0.187,0.187,0.32,13.475,0.019,0.005,12.891,0.811,12.91,8.258,38
4292,2019,ELECTR TELE-COMMUNCTN,0.03,0.0979,3661,0,0.009,0.009,0.001,0.223,0,0.03,-0.471,0.08,-0.471,0.528,36
4321,2019,EMERSON ELECTRIC CO,3120,40851.46,3823,594,2306,2328,822,20497,4277,1444,8233,454,12550,18372,38
4341,2019,SORL AUTO PARTS INC,22.713,85.7142,3714,49.127,25.414,28.318,14.488,817.721,23.054,258.57,198.64,21.433,253.033,540.188,37
4367,2019,WEATHERFORD INTL PLC,71,,1381,270,3635,3660,481,7293,2364,92,2880,143,5280,5215,13
4383,2019,ATMOS ENERGY CORP,746.058,13591.5187,4924,1693.477,511.406,511.406,391.456,13367.619,3529.452,464.915,5750.223,,9279.675,2901.848,49
4384,2019,MARATHON PATENT GROUP INC,-3.791,7.4558,7374,0.005,-3.517,-3.517,0.994,6.62,1.119,0.088,3.648,,4.767,1.185,73
4409,2019,ENZON PHARMACEUTICALS INC,-0.973,9.1083,2836,0,-0.979,-0.979,0,6.478,0,0,6.055,0,6.055,0.207,28
4412,2019,VISKASE COMPANIES INC,19.805,111.7011,3089,17.679,-24.947,-25.117,25.745,512.887,288.161,17.968,47.065,4.882,334.634,384.872,30
4418,2019,ENZO BIOCHEM INC,-27.192,185.9479,8071,8.126,2.489,2.489,3.036,106.64,4.603,0.391,86.028,3.175,90.631,81.17,80
4423,2019,EQUIFAX INC,503.3,16982.544,7323,399.6,-398.8,-392.8,331.1,7909,3379.5,3.1,2578.6,,6002.4,3527.6,73
4430,2019,EQT CORP,201.028,2781.3639,4923,1602.454,-1221.695,-1221.695,1574.661,18809.227,5306.724,45.24,9803.588,,15110.312,4416.484,49
4439,2019,TELEFONAKTIEBOLAGET LM ERICS,2300.587,,3663,547.851,237.958,196.961,655.644,29585.1,3837.736,1255.196,8837.433,4154.907,12602.272,24322.075,36
4448,2019,ESCALADE INC,9.275,139.7335,3949,2.185,7.258,7.258,4.031,148.779,0.475,0.756,126.17,1.6,126.645,180.541,39
4450,2019,ESPEY MFG & ELECTRONICS CORP,2.653,59.0783,3679,0.608,2.343,2.343,0.541,35.688,0,0,31.926,0.045,31.926,36.478,36
4462,2019,NEWMARKET CORP,337.321,5443.6723,2860,59.434,254.286,254.286,68.206,1885.132,700.852,17.055,683.098,144.465,1383.95,2190.295,28
4467,2019,EVANS & SUTHERLAND CMP CORP,-1.481,7.8659,3679,0.131,-1.599,-1.599,0.266,26.678,3.241,0.558,6.684,3.164,9.925,27.716,36
4485,2019,KINGSTONE COS INC,-6.654,83.6768,6331,3.94,-5.966,-5.966,2.546,321.203,30.652,0,88.222,,118.874,145.563,63
4485,2019,KINGSTONE COS INC,,83.6768,6331,,,,2.546,321.203,30.652,,88.222,,118.874,,63
4494,2019,EXPEDITORS INTL WASH INC,766.692,13233.9084,4731,47.022,590.395,592.016,50.95,3691.884,326.347,65.367,2195.028,,2523.566,8175.426,47
4497,2019,DMC GLOBAL INC,78.558,658.5058,3533,27.21,34.041,34.041,9.86,277.421,20.924,4.841,172.141,8.45,193.065,397.55,35
4498,2019,INSTEEL INDUSTRIES,4.864,395.4283,3310,10.512,5.598,5.598,13.553,293.009,0,0,246.017,,246.017,455.713,33
4503,2019,EXXON MOBIL CORP,12766,295448.52,2911,24361,14340,14774,18998,362597,30963,21804,191650,1214,229901,255583,29
4510,2019,FMC CORP,1070.4,12889.1577,2870,93.9,477.4,543.5,132.3,9872.7,3194.3,259.2,2532.3,298.1,5755.7,4609.8,28
4517,2019,NEXTERA ENERGY INC,5388,118416.24,4911,5875,3769,3388,4216,117691,37543,5040,37005,,79390,19204,49
4579,2019,FARMER BROTHERS CO,-3.381,278.9775,2090,34.76,-73.595,-73.595,33.7,424.61,91.998,0.034,157.494,,249.492,595.942,20
4599,2019,RUSSEL METALS INC,150.2,1378.3754,5051,34.8,76.6,76.6,55.2,1924.9,539.2,79.2,944.6,,1483.8,3675.9,50
4601,2019,FEDERAL NATIONAL MORTGA ASSN,118401,17965.2346,6111,0,14160,14160,0,3503319,3440724,27140,14608,,3455332,122518,61
4601,2019,FEDERAL NATIONAL MORTGA ASSN,,17965.2346,6111,,,,0,3503319,3440724,27140,14608,,3455332,,61
4605,2019,FEDERAL REALTY INVESTMENT TR,353.772,9724.3929,6798,0,353.866,360.542,,6794.992,3435.419,66.865,2535.341,0,6211.309,935.042,67
4605,2019,FEDERAL REALTY INVESTMENT TR,,9724.3929,6798,,,,239.758,6794.992,3435.419,66.865,2535.341,,6211.309,,67
4607,2019,FEDERAL SCREW WORKS,3.418,10.0886,3452,5.126,4.195,4.195,3.897,70.989,21.243,2.292,20.862,,42.105,73.353,34
4608,2019,FEDERAL SIGNAL CORP,150.4,1951.125,3711,35.4,108.5,108.4,40.7,1165.5,241.9,8.4,641.6,13.6,883.5,1221.3,37
4611,2019,MACY'S INC,931,4929.0445,5311,902,564,564,981,21172,6539,872,6377,0,12916,25331,53
4622,2019,FERRO CORP,117.215,1216.1342,2851,64.97,6.038,35.392,41.3,1834.621,814.188,15.962,360.376,40.961,1184.39,1018.366,28
4632,2019,CALADRIUS BIOSCIENCES INC,-20.092,26.4002,2836,0,-19.361,-19.352,0.065,27.153,0.624,0.354,20.816,10.797,21.177,0,28
4640,2019,FIFTH THIRD BANCORP,,21792.0778,6020,,,,309,169369,13353,3443,21203,,34556,,60
4640,2019,FIFTH THIRD BANCORP,3888,21792.0778,6020,304,2512,2512,309,169369,13353,3443,21203,,34556,8900,60
4669,2019,FINNING INTERNATIONAL INC,443,4131.9707,5082,154,242,242,376,5990,1591,510,2115,0,3706,7817,50
4674,2019,REGIONS FINANCIAL CORP,2912,16426.3414,6020,178,1582,1582,,126240,6615,3828,16295,,22910,6755,60
4674,2019,REGIONS FINANCIAL CORP,,16426.3414,6020,,,,,126240,6615,3828,16295,,22910,,60
4685,2019,TRUSTMARK CORP,265.776,2215.542,6020,17.327,150.46,150.46,39.42,13497.877,98.151,337.475,1660.702,,1753.274,697.537,60
4685,2019,TRUSTMARK CORP,,2215.542,6020,,,,39.42,13497.877,98.151,337.475,1660.702,,1753.274,,60
4690,2019,FIRST CITIZENS BANCSH  -CL A,673.018,5656.8601,6020,121.077,457.371,457.371,127.689,39824.496,603.389,800.228,3586.184,,4189.573,1819.872,60
4690,2019,FIRST CITIZENS BANCSH  -CL A,,5656.8601,6020,,,,127.689,39824.496,603.389,800.228,3586.184,,4189.573,,60
4699,2019,M & T BANK CORP,3489.752,22163.918,6020,178.049,1929.149,1929.149,301.315,119872.757,5363.104,2173,15716.649,,21079.753,6941.272,60
4699,2019,M & T BANK CORP,,22163.918,6020,,,,301.315,119872.757,5363.104,2173,15716.649,,21079.753,,60
4723,2019,U S BANCORP,12143,90960.05,6020,0,6914,6946,502,495426,37811,27495,51853,,90294,27325,60
4723,2019,U S BANCORP,,90960.05,6020,,,,502,495426,37811,27495,51853,,90294,,60
4737,2019,FIRST HORIZON NATIONAL CORP,972.968,5157.9266,6020,49.159,440.908,452.373,68.619,43310.9,517.204,4018.314,4780.577,,5593.212,2278.362,60
4737,2019,FIRST HORIZON NATIONAL CORP,,5157.9266,6020,,,,68.619,43310.9,517.204,4018.314,4780.577,,5593.212,,60
4759,2019,FLANIGANS ENTERPRISES INC,6.316,42.5153,5812,5.342,3.648,5.377,3.04,68.755,11.097,1.983,38.321,0,55.626,116.202,58
4763,2019,MAGELLAN AEROSPACE CORP,94.146,818.4185,3728,51.82,67.381,67.381,51.092,1141.165,70.768,49.337,812.499,,886.644,1016.219,37
4771,2019,FLEXSTEEL INDUSTRIES INC,0.852,134.8252,2510,21.346,-32.605,-32.605,7.44,254.287,0,0,205.427,4.4,205.427,443.588,25
4798,2019,FLORIDA POWER & LIGHT CO,3536,,4911,5755,2334,2334,2524,57188,14131,1512,21398,,35529,12192,49
4799,2019,DUKE ENERGY FLORIDA INC,1127,,4911,1844,692,692,702,20454,7759,629,6788,,14547,5231,49
4809,2019,FLOWERS FOODS INC,277.714,4598.3144,2050,103.685,164.538,164.538,144.228,3177.776,1206.299,78.479,1263.43,4.3,2469.729,4123.974,20
4826,2019,FONAR CORP,22.134,144.9774,8071,3.355,15.317,20.514,3.836,133.56,0.273,0.041,115.956,1.812,118.385,87.193,80
4839,2019,FORD MOTOR CO,5767,36873.849,3711,7632,47,84,9689,258537,102408,54313,33185,7400,135638,155900,37
4840,2019,FORD MOTOR CREDIT CO LLC,7317,,6159,12990,2228,2228,3635,161426,87751,52388,14347,,102098,12767,61
4860,2019,FOSTER (LB) CO,26.809,201.9784,5051,8.831,42.568,42.568,17.631,405.171,65.556,5.911,169.862,2.614,235.418,655.057,50
4881,2019,FRANKLIN ELECTRIC CO INC,129.852,2659.1321,3621,21.855,95.483,95.999,36.977,1194.743,110.926,31.717,796.545,20.8,909.359,1314.578,36
4885,2019,FRANKLIN RESOURCES INC,1589.4,14409.8846,6282,233.7,1195.7,1205.5,97.9,14532.2,724.2,23.5,9906.5,,12095.1,5774.5,62
4885,2019,FRANKLIN RESOURCES INC,,14409.8846,6282,,,,97.9,14532.2,724.2,23.5,9906.5,,12215.2,,62
4926,2019,FULLER (H. B.) CO,269.445,2555.9011,2891,61.982,130.817,130.844,141.206,3985.734,1898.384,80.732,1222.347,36.624,3121.173,2897,28
4941,2019,GATX CORP,315.5,2885.9141,4700,742.7,211.2,211.2,331.9,8285.1,4796.5,439.9,1835.1,,6631.6,1393.8,47
4973,2019,ARTHUR J GALLAGHER & CO,901.8,17914.8581,6411,138.8,668.8,715.8,474.4,19634.8,4157,877,5155.5,,9372.5,7195,64
4988,2019,TEGNA INC,596.883,3629.4742,4833,88.356,286.235,286.235,110.629,6953.976,4285.147,11.09,1590.377,,5875.524,2299.497,48
4990,2019,GAP INC,1041,6459.11,5651,1045,351,351,554,13679,6757,920,3316,41,10073,16383,56
5018,2019,AEROJET ROCKETDYNE HOLDINGS,240.7,3529.518,3760,42.9,141,141,73.6,2707.8,391.4,296.7,576.7,65.1,968.1,1981.5,37
5024,2019,GENERAL AMERICAN INVESTORS,,,6726,,,,,,,,,,,,67
5046,2019,GENERAL DYNAMICS CORP,4648,51072.7235,3721,987,3484,3484,829,48841,10548,3239,13577,466,24125,39350,37
5047,2019,GENERAL ELECTRIC CO,8902,97520.9234,9997,5813,-4979,423,5595,266048,70403,23641,28316,3115,100703,95214,99
5050,2019,GEE GROUP INC,3.628,9.3408,7361,0.209,-17.763,-17.763,5.935,124.481,68.198,5.668,36.82,,105.018,151.674,73
5072,2019,ALLY FINANCIAL INC,3610,11439.5859,6172,4023,1715,1721,1090,180644,25004,14750,14416,,39420,11556,61
5072,2019,ALLY FINANCIAL INC,,11439.5859,6172,,,,1090,180644,25004,14750,14416,,39420,,61
5073,2019,GENERAL MOTORS CO,5929,51240,3711,23996,6732,6667,12787,228037,66934,37639,41792,6800,112891,137237,37
5087,2019,SPX CORP,118.5,2249.0486,3585,17.8,70.9,69.7,32.1,2134.5,267.6,151.4,502.4,24.8,770,1525.4,35
5109,2019,GENESCO INC,94.055,577.886,5661,29.767,61.384,61.757,49.574,1680.478,662.342,142.695,619.343,0,1281.685,2197.066,56
5116,2019,GENTEX CORP,488.537,7282.0364,3714,84.58,424.684,424.684,104.703,2168.803,,0,1938.088,114.687,1938.088,1858.897,37
5125,2019,GENUINE PARTS CO,1132.602,15443.5049,5013,297.869,621.085,621.085,270.288,14645.629,3627.623,894.774,3674.707,0,7323.123,19392.305,50
5135,2019,GEORGIA POWER,2461,,4911,3510,1720,1720,981,44541,12073,1534,15065,,27138,8408,49
5149,2019,GETTY REALTY CORP,71.615,,6798,0,49.723,49.723,,1211.777,495.1,0,589.439,0,1084.539,140.675,67
5149,2019,GETTY REALTY CORP,,,6798,,,,25.161,1211.777,495.1,,589.439,,1084.539,,67
5179,2019,GLATFELTER,50.066,809.7384,2621,27.765,-21.541,-25.211,50.82,1283.794,336.919,22.94,555.959,,892.878,927.673,26
5180,2019,GLAXOSMITHKLINE PLC,9768.774,,2834,1675.366,6151.838,6976.939,2807.728,105544.085,31242.596,9162.199,15871.61,6049.859,55554.607,45168.662,28
5205,2019,GOLD RESERVE INC,-18.426,149.8181,1040,0.01,-13.147,-13.147,0.132,80.269,0.17,0.085,79.285,,79.455,0,10
5218,2019,GOLDFIELD CORP,11.165,87.0567,1623,19.855,6.727,6.727,10.846,129.367,29.39,9.65,66.171,,95.561,180.646,16
5234,2019,GOODYEAR TIRE & RUBBER CO,824,3618.8708,3011,770,-311,-297,780,17185,5421,1109,4351,430,9966,14745,30
5237,2019,GORMAN-RUPP CO,43.84,977.55,3561,10.912,35.815,35.815,13.749,382.76,1.17,0.64,307.878,,309.048,398.179,35
5242,2019,COLE REAL ESTATE INCM STRTGY,19.129,,6798,0,14.75,14.791,10.133,869.137,339.699,9.24,416.027,0,815.728,77.812,67
5250,2019,GRACE (W R) & CO,433.8,4661.5096,2810,194.1,126.3,126.7,100.3,3932.6,1983.5,32.4,395.7,64.5,2385.7,1958.1,28
5252,2019,GRACO INC,424.456,8698.924,3561,127.953,343.853,343.853,47.7,1692.21,188.474,15.422,1024.931,67.557,1213.405,1646.045,35
5256,2019,GRAINGER (W W) INC,1388,18174.4618,5000,221,849,895,228,6005,2085,359,1855,0,4145,11486,50
